;Year;Municipality;Yield;Huglin_Index;Hot_D;Very_Hot_D;Sever_Heat;Frost_D;Late_Frost;Sever_Frost;Climatic_Dryness_Index;Soil_Water_Stock;Soil_pH;cluster
1;2010;30029;74,24976258;2085,647;36;0;0;61;0;0;-125,5242895;88,13257432;8,052183362;5
2;2011;30029;83,50900682;2292,8315;25;3;0;28;0;0;-178,6413058;88,13257432;8,052183362;5
3;2012;30029;81,53187773;2161,0945;37;7;0;33;0;0;-131,432117;88,13257432;8,052183362;5
4;2013;30029;74,5023663;1948,6055;29;0;0;47;0;0;-67,5607929;88,13257432;8,052183362;5
5;2014;30029;79,10844832;2011,7445;9;0;0;10;0;0;-113,8962187;88,13257432;8,052183362;5
6;2015;30029;55,55960213;2288,042;38;3;2,6;20;0;0;-200,8399172;88,13257432;8,052183362;5
7;2016;30029;90,74637526;2083,5355;33;0;0;21;0;0;-161,2327755;88,13257432;8,052183362;5
8;2017;30029;73,22189078;2209,6075;35;2;1,7;28;0;0;-232,1911342;88,13257432;8,052183362;5
9;2018;30029;65,94082044;2323,062;37;5;6,7;16;0;0;3,756708387;88,13257432;8,052183362;5
10;2011;30124;80,60191083;2270,5835;24;3;0;27;0;0;-175,2579071;80,33327507;7,787819712;5
11;2012;30124;59;2135,2415;35;7;0;34;0;0;-126,5733613;80,33327507;7,787819712;5
12;2013;30124;67,44444444;1922,5465;25;0;0;47;0;0;-61,36689806;80,33327507;7,787819712;5
13;2014;30124;9;1986,6125;9;0;0;10;0;0;-108,6541295;80,33327507;7,787819712;5
14;2015;30124;37,29950739;2262,9615;37;3;2,6;20;0;0;-195,5799452;80,33327507;7,787819712;5
15;2016;30124;54,82686981;2055,5195;31;0;0;21;0;0;-156,1366;80,33327507;7,787819712;5
16;2017;30124;37,20247295;2184,424;34;2;1,7;26;0;0;-227,424151;80,33327507;7,787819712;5
17;2010;30266;71,75529412;2246,3785;43;1;0;53;0;0;-222,0255118;90,49909545;8,068666533;7
18;2011;30266;59,944483;2420,7575;28;3;0;25;0;0;-235,6143923;90,49909545;8,068666533;7
19;2015;30266;68,80325329;2433,066;45;6;3,7;16;0;0;-259,6022531;90,49909545;8,068666533;7
20;2016;30266;91,63812155;2288,9175;48;0;0;18;0;0;-245,8278961;90,49909545;8,068666533;7
21;2017;30266;78,32026144;2407,6765;55;7;5,5;27;0;0;-301,4852652;90,49909545;8,068666533;7
22;2010;30242;73,98231511;2172,785;38;1;0;56;0;0;-208,9455957;82,85604796;7,966866737;7
23;2011;30143;90;2351,6445;26;3;0;25;0;0;-227,1599531;81,51447908;7,930492917;7
24;2011;30242;85,5;2351,6445;26;3;0;25;0;0;-227,1599531;82,85604796;7,966866737;7
25;2012;30143;90;2233,246;40;5;0,1;29;0;0;-155,0403852;81,51447908;7,930492917;7
26;2012;30242;75,91370558;2233,246;40;5;0,1;29;0;0;-155,0403852;82,85604796;7,966866737;7
27;2013;30242;66,57142857;2047,125;29;0;0;48;0;0;-146,4130563;82,85604796;7,966866737;7
28;2013;30143;85,53289474;2047,125;29;0;0;48;0;0;-146,4130563;81,51447908;7,930492917;7
29;2014;30143;87,50657895;2117,577;12;0;0;7;0;0;-197,2219755;81,51447908;7,930492917;7
30;2014;30242;58,09610984;2117,577;12;0;0;7;0;0;-197,2219755;82,85604796;7,966866737;7
31;2015;30143;88;2369,9785;43;4;2,5;17;0;0;-247,1403;81,51447908;7,930492917;7
32;2015;30242;76,66666667;2369,9785;43;4;2,5;17;0;0;-247,1403;82,85604796;7,966866737;7
33;2015;30230;90;2369,9785;43;4;2,5;17;0;0;-247,1403;90,69535864;7,986850544;7
34;2016;30242;83,82539683;2211,41;44;0;0;18;0;0;-233,9644088;82,85604796;7,966866737;7
35;2016;30230;86,0959651;2211,41;44;0;0;18;0;0;-233,9644088;90,69535864;7,986850544;7
36;2016;30143;77,6993865;2211,41;44;0;0;18;0;0;-233,9644088;81,51447908;7,930492917;7
37;2017;30143;76;2338,7695;53;7;4,6;29;0;0;-290,6038884;81,51447908;7,930492917;7
38;2017;30242;68,77693475;2338,7695;53;7;4,6;29;0;0;-290,6038884;82,85604796;7,966866737;7
39;2018;30242;59,36650869;2402,8355;41;6;5;20;0;0;69,28929204;82,85604796;7,966866737;7
40;2018;30143;90;2402,8355;41;6;5;20;0;0;69,28929204;81,51447908;7,930492917;7
41;2018;30230;89,88809981;2402,8355;41;6;5;20;0;0;69,28929204;90,69535864;7,986850544;7
42;2010;30290;79,03604723;2295,3035;44;4;0;54;1;0;-230,188249;105,5269152;7,935688766;7
43;2010;30273;65,30844012;2295,3035;44;4;0;54;1;0;-230,188249;103,1408064;7,837701385;7
44;2011;30273;66,01172857;2466,335;30;3;0;23;0;0;-241,0113813;103,1408064;7,837701385;7
45;2011;30202;88,49120879;2466,335;30;3;0;23;0;0;-241,0113813;118,5281843;8,03424354;7
46;2011;30290;81,77275955;2466,335;30;3;0;23;0;0;-241,0113813;105,5269152;7,935688766;7
47;2012;30273;66,8172497;2355,2495;48;6;0;27;0;0;-176,5771092;103,1408064;7,837701385;7
48;2012;30290;70,03601637;2355,2495;48;6;0;27;0;0;-176,5771092;105,5269152;7,935688766;7
49;2012;30202;86,79216354;2355,2495;48;6;0;27;0;0;-176,5771092;118,5281843;8,03424354;7
50;2013;30273;44,80139546;2163,6695;37;2;0;43;0;0;-166,5052778;103,1408064;7,837701385;7
51;2013;30202;69,56357143;2163,6695;37;2;0;43;0;0;-166,5052778;118,5281843;8,03424354;7
52;2013;30290;69,67621376;2163,6695;37;2;0;43;0;0;-166,5052778;105,5269152;7,935688766;7
53;2014;30202;90;2239,8895;19;0;0;7;0;0;-218,8540841;118,5281843;8,03424354;7
54;2014;30273;32,36170213;2239,8895;19;0;0;7;0;0;-218,8540841;103,1408064;7,837701385;7
55;2014;30290;80,36067194;2239,8895;19;0;0;7;0;0;-218,8540841;105,5269152;7,935688766;7
56;2015;30202;91,07859359;2474,2145;48;6;4,8;16;0;0;-267,6698185;118,5281843;8,03424354;7
57;2015;30273;36,60525493;2474,2145;48;6;4,8;16;0;0;-267,6698185;103,1408064;7,837701385;7
58;2015;30290;66,187545;2474,2145;48;6;4,8;16;0;0;-267,6698185;105,5269152;7,935688766;7
59;2016;30273;78,50482393;2339,5935;52;0;0,3;18;0;0;-253,265809;103,1408064;7,837701385;7
60;2016;30202;89,94202899;2339,5935;52;0;0,3;18;0;0;-253,265809;118,5281843;8,03424354;7
61;2016;30290;81,74077153;2339,5935;52;0;0,3;18;0;0;-253,265809;105,5269152;7,935688766;7
62;2017;30273;49,06182883;2453,048;59;7;6,1;26;0;0;-308,123548;103,1408064;7,837701385;7
63;2017;30290;76,58443709;2453,048;59;7;6,1;26;0;0;-308,123548;105,5269152;7,935688766;7
64;2017;30202;89,94577147;2453,048;59;7;6,1;26;0;0;-308,123548;118,5281843;8,03424354;7
65;2018;30290;77,81650304;2512,479;52;8;5,6;20;0;0;27,02937247;105,5269152;7,935688766;7
66;2018;30273;57,11602462;2512,479;52;8;5,6;20;0;0;27,02937247;103,1408064;7,837701385;7
67;2018;30202;86,86978684;2512,479;52;8;5,6;20;0;0;27,02937247;118,5281843;8,03424354;7
68;2010;30096;61,06856309;2270,326;44;3;0;55;1;0;-225,9005845;94,73444541;7,7182053;7
69;2010;30131;42,48899189;2270,326;44;3;0;55;1;0;-225,9005845;85,71353605;7,919331125;4
70;2010;30277;70,22959184;2270,326;44;3;0;55;1;0;-225,9005845;86,35239948;7,590098889;7
71;2011;30277;53,16592498;2442,748;29;3;0;24;0;0;-238,6564845;86,35239948;7,590098889;7
72;2011;30096;74,85690093;2442,748;29;3;0;24;0;0;-238,6564845;94,73444541;7,7182053;7
73;2011;30222;79,5058548;2442,748;29;3;0;24;0;0;-238,6564845;96,89133982;7,729908778;7
74;2011;30131;52,78958785;2442,748;29;3;0;24;0;0;-238,6564845;85,71353605;7,919331125;4
75;2012;30222;64,60516605;2330,2205;46;5;0;28;0;0;-173,0538766;96,89133982;7,729908778;7
76;2012;30096;69,84074074;2330,2205;46;5;0;28;0;0;-173,0538766;94,73444541;7,7182053;7
77;2012;30277;55,88628445;2330,2205;46;5;0;28;0;0;-173,0538766;86,35239948;7,590098889;7
78;2013;30096;68,67347841;2140,649;35;2;0;43;0;0;-162,6083415;94,73444541;7,7182053;7
79;2013;30277;59,67688022;2140,649;35;2;0;43;0;0;-162,6083415;86,35239948;7,590098889;7
80;2014;30096;63,89653601;2215,53;17;0;0;7;0;0;-214,6627925;94,73444541;7,7182053;7
81;2015;30277;63,52562908;2453,3055;45;6;4,2;16;0;0;-263,9246323;86,35239948;7,590098889;7
82;2015;30096;63,04711105;2453,3055;45;6;4,2;16;0;0;-263,9246323;94,73444541;7,7182053;7
83;2016;30096;80,10151902;2313,6375;51;0;0,1;18;0;0;-249,7089213;94,73444541;7,7182053;7
84;2016;30277;85,6455516;2313,6375;51;0;0,1;18;0;0;-249,7089213;86,35239948;7,590098889;7
85;2017;30222;83,93255132;2430,285;57;7;5,8;27;0;0;-304,4153295;96,89133982;7,729908778;7
86;2017;30096;69,2416197;2430,285;57;7;5,8;27;0;0;-304,4153295;94,73444541;7,7182053;7
87;2017;30277;83,87216774;2430,285;57;7;5,8;27;0;0;-304,4153295;86,35239948;7,590098889;7
88;2018;30096;81,91917321;2490,1795;49;8;5,3;19;0;0;35,45668903;94,73444541;7,7182053;7
89;2018;30277;85,44535762;2490,1795;49;8;5,3;19;0;0;35,45668903;86,35239948;7,590098889;7
90;2010;30256;81,83975347;2281,759;44;3;0;55;1;0;-228,0935011;94,63195126;7,759029841;7
91;2010;30070;89,32298137;2281,759;44;3;0;55;1;0;-228,0935011;86,55606832;7,569419807;7
92;2010;30028;77,33536585;2281,759;44;3;0;55;1;0;-228,0935011;104,6323779;7,938329143;7
93;2011;30070;88,13611111;2454,2325;30;3;0;23;0;0;-239,2608129;86,55606832;7,569419807;7
94;2011;30256;72,45025154;2454,2325;30;3;0;23;0;0;-239,2608129;94,63195126;7,759029841;7
95;2011;30028;90;2454,2325;30;3;0;23;0;0;-239,2608129;104,6323779;7,938329143;7
96;2012;30288;27;2342,632;47;5;0;28;0;0;-175,2044187;99,83861255;7,819136867;7
97;2012;30256;85,23637759;2342,632;47;5;0;28;0;0;-175,2044187;94,63195126;7,759029841;7
98;2012;30070;89,79224377;2342,632;47;5;0;28;0;0;-175,2044187;86,55606832;7,569419807;7
99;2013;30070;82,77657267;2151,67;36;2;0;43;0;0;-164,6415462;86,55606832;7,569419807;7
100;2013;30256;88,70570949;2151,67;36;2;0;43;0;0;-164,6415462;94,63195126;7,759029841;7
101;2014;30256;42,70437406;2227,5295;18;0;0;7;0;0;-216,9533335;94,63195126;7,759029841;7
102;2014;30287;40;2227,5295;18;0;0;7;0;0;-216,9533335;95,9788063;7,713552258;5
103;2014;30226;43,31818182;2227,5295;18;0;0;7;0;0;-216,9533335;104,2470253;7,912106619;5
104;2015;30256;74,58006461;2462,524;47;6;4,4;16;0;0;-265,5691813;94,63195126;7,759029841;7
105;2015;30070;62;2462,524;47;6;4,4;16;0;0;-265,5691813;86,55606832;7,569419807;7
106;2015;30287;67;2462,524;47;6;4,4;16;0;0;-265,5691813;95,9788063;7,713552258;5
107;2015;30226;87;2462,524;47;6;4,4;16;0;0;-265,5691813;104,2470253;7,912106619;5
108;2016;30256;70,64141414;2325,7915;52;0;0,2;18;0;0;-251,8746882;94,63195126;7,759029841;7
109;2016;30226;58;2325,7915;52;0;0,2;18;0;0;-251,8746882;104,2470253;7,912106619;5
110;2016;30070;92,90100671;2325,7915;52;0;0,2;18;0;0;-251,8746882;86,55606832;7,569419807;7
111;2017;30256;48,89091794;2440,585;57;7;6;27;0;0;-306,1007703;94,63195126;7,759029841;7
112;2017;30226;44;2440,585;57;7;6;27;0;0;-306,1007703;104,2470253;7,912106619;5
113;2018;30070;89,95348837;2500,943;51;8;5,5;20;0;0;31,75973118;86,55606832;7,569419807;7
114;2018;30288;90;2500,943;51;8;5,5;20;0;0;31,75973118;99,83861255;7,819136867;7
115;2018;30028;85,72823779;2500,943;51;8;5,5;20;0;0;31,75973118;104,6323779;7,938329143;7
116;2018;30256;72,14998707;2500,943;51;8;5,5;20;0;0;31,75973118;94,63195126;7,759029841;7
117;2010;30342;87;2266,515;38;0;0;49;0;0;-253,7483742;102,0323404;7,970682329;5
118;2011;30342;77,89565217;2417,719;27;0;0;15;0;0;-218,5904387;102,0323404;7,970682329;5
119;2012;30342;89;2360,7085;43;4;0;23;0;0;-221,6678963;102,0323404;7,970682329;5
120;2015;30251;75;2428,9975;42;0;3,5;13;0;0;-240,9161957;103,7934189;8,137440994;5
121;2017;30251;60,21693122;2418,8005;53;6;5,4;26;0;0;-319,0409548;103,7934189;8,137440994;5
122;2018;30251;53;2531,4825;45;5;5,9;14;0;0;-163,3507333;103,7934189;8,137440994;5
123;2010;30294;55,69047619;2218,4655;40;1;0;50;0;0;-186,9177733;89,68930648;8,101431115;5
124;2011;30294;55,66371681;2403,9685;30;2;0;18;0;0;-205,6155144;89,68930648;8,101431115;5
125;2012;30294;52,75409836;2265,588;41;4;0;33;0;0;-163,7814561;89,68930648;8,101431115;5
126;2013;30294;40,5;2084,4625;27;0;0;39;0;0;-179,8293376;89,68930648;8,101431115;5
127;2014;30294;62,34042553;2169,7465;10;0;0;4;0;0;-168,7430611;89,68930648;8,101431115;5
128;2015;30294;67,27659574;2407,11;45;3;3,8;17;0;0;-227,2266882;89,68930648;8,101431115;5
129;2016;30294;60,25423729;2244,782;48;0;0,2;11;0;0;-253,594228;89,68930648;8,101431115;5
130;2010;30197;70,95548282;2216,8175;39;1;0;50;0;0;-186,8232228;91,80670519;8,082487016;5
131;2011;30197;69,21619667;2402,887;30;2;0;18;0;0;-205,5751725;91,80670519;8,082487016;5
132;2012;30197;75,87291879;2264,8155;41;4;0;33;0;0;-163,7162303;91,80670519;8,082487016;5
133;2013;30197;85,29451288;2083,381;27;0;0;39;0;0;-179,712828;91,80670519;8,082487016;5
134;2014;30197;87,88144654;2168,459;10;0;0;4;0;0;-168,6353514;91,80670519;8,082487016;5
135;2015;30197;89,55475207;2406,183;45;3;3,7;17;0;0;-227,2266882;91,80670519;8,082487016;5
136;2016;30197;95,50332942;2243,8035;48;0;0,2;11;0;0;-253,4101065;91,80670519;8,082487016;5
137;2017;30197;81,63636364;2369,206;51;6;4,7;26;0;0;-306,1784215;91,80670519;8,082487016;5
138;2018;30197;79,52545027;2442,027;45;5;4,1;15;0;0;-122,0485957;91,80670519;8,082487016;5
139;2010;30275;58;2077,922;34;0;0;58;0;0;-190,0531019;79,14775714;8,072529728;5
140;2011;30275;35,16666667;2265,4335;23;3;0;22;0;0;-214,5640342;79,14775714;8,072529728;5
141;2011;30055;55,72225;2265,4335;23;3;0;22;0;0;-214,5640342;79,40562825;7,769705667;5
142;2012;30055;59,96592335;2138,3315;37;5;0,2;34;0;0;-136,221969;79,40562825;7,769705667;5
143;2013;30055;72,165565;1954,6825;25;0;0;48;0;0;-129,0798763;79,40562825;7,769705667;5
144;2014;30275;79;2019,6755;10;0;0;7;0;0;-179,2895806;79,14775714;8,072529728;5
145;2015;30275;40,82411067;2285,055;40;2;1,6;19;0;0;-227,8917677;79,14775714;8,072529728;5
146;2017;30275;30;2245,812;43;6;3,4;32;0;0;-274,9708428;79,14775714;8,072529728;5
147;2010;30282;19,23684211;2180,304;39;1;0;56;0;0;-210,3173871;97,72003214;7,74437438;7
148;2010;30205;87,89819528;2180,304;39;1;0;56;0;0;-210,3173871;107,6885423;7,875284592;7
149;2010;30076;66,35580636;2180,304;39;1;0;56;0;0;-210,3173871;104,7355977;7,994294774;7
150;2010;30279;45,03880266;2180,304;39;1;0;56;0;0;-210,3173871;92,33486225;7,920871761;7
151;2011;30076;78,54522454;2357,979;26;3;0;25;0;0;-228,1355665;104,7355977;7,994294774;7
152;2011;30279;40,91611185;2357,979;26;3;0;25;0;0;-228,1355665;92,33486225;7,920871761;7
153;2011;30205;66,25630499;2357,979;26;3;0;25;0;0;-228,1355665;107,6885423;7,875284592;7
154;2012;30282;19,56521739;2240,147;40;5;0;29;0;0;-156,3787935;97,72003214;7,74437438;7
155;2012;30205;76,30474698;2240,147;40;5;0;29;0;0;-156,3787935;107,6885423;7,875284592;7
156;2012;30279;71,55855856;2240,147;40;5;0;29;0;0;-156,3787935;92,33486225;7,920871761;7
157;2012;30076;72,83316549;2240,147;40;5;0;29;0;0;-156,3787935;104,7355977;7,994294774;7
158;2013;30076;52,80339173;2053,408;31;1;0;48;0;0;-147,8194226;104,7355977;7,994294774;7
159;2013;30279;46,88321168;2053,408;31;1;0;48;0;0;-147,8194226;92,33486225;7,920871761;7
160;2013;30205;52,31380294;2053,408;31;1;0;48;0;0;-147,8194226;107,6885423;7,875284592;7
161;2014;30279;29,73180077;2124,8385;12;0;0;7;0;0;-198,6005157;92,33486225;7,920871761;7
162;2014;30205;80,1505511;2124,8385;12;0;0;7;0;0;-198,6005157;107,6885423;7,875284592;7
163;2014;30076;78,69530649;2124,8385;12;0;0;7;0;0;-198,6005157;104,7355977;7,994294774;7
164;2015;30076;72,70165854;2375,283;43;4;2,5;17;0;0;-248,6175503;104,7355977;7,994294774;7
165;2015;30279;47,4368231;2375,283;43;4;2,5;17;0;0;-248,6175503;92,33486225;7,920871761;7
166;2015;30282;19;2375,283;43;4;2,5;17;0;0;-248,6175503;97,72003214;7,74437438;7
167;2015;30205;74,06702057;2375,283;43;4;2,5;17;0;0;-248,6175503;107,6885423;7,875284592;7
168;2016;30076;85,98579831;2219,0835;44;0;0;18;0;0;-234,8738865;104,7355977;7,994294774;7
169;2016;30205;65,17571474;2219,0835;44;0;0;18;0;0;-234,8738865;107,6885423;7,875284592;7
170;2016;30282;21;2219,0835;44;0;0;18;0;0;-234,8738865;97,72003214;7,74437438;7
171;2016;30279;30,27327327;2219,0835;44;0;0;18;0;0;-234,8738865;92,33486225;7,920871761;7
172;2017;30279;24,47800587;2345,2585;53;7;4,6;29;0;0;-291,8573867;92,33486225;7,920871761;7
173;2017;30282;14;2345,2585;53;7;4,6;29;0;0;-291,8573867;97,72003214;7,74437438;7
174;2017;30076;60,53666965;2345,2585;53;7;4,6;29;0;0;-291,8573867;104,7355977;7,994294774;7
175;2017;30205;94,95099256;2345,2585;53;7;4,6;29;0;0;-291,8573867;107,6885423;7,875284592;7
176;2018;30205;62,0270027;2409,788;43;6;5;20;0;0;67,07527527;107,6885423;7,875284592;7
177;2018;30282;20;2409,788;43;6;5;20;0;0;67,07527527;97,72003214;7,74437438;7
178;2018;30279;39,05286344;2409,788;43;6;5;20;0;0;67,07527527;92,33486225;7,920871761;7
179;2018;30076;75,34806094;2409,788;43;6;5;20;0;0;67,07527527;104,7355977;7,994294774;7
180;2010;30331;81,04283966;2272,592;44;3;0;55;1;0;-226,4017271;108,541474;7,957711541;7
181;2010;30225;57,81646734;2272,592;44;3;0;55;1;0;-226,4017271;97,33261341;7,776971037;7
182;2011;30225;63,80016793;2445,22;29;3;0;24;0;0;-238,857871;97,33261341;7,776971037;7
183;2011;30331;79,84848485;2445,22;29;3;0;24;0;0;-238,857871;108,541474;7,957711541;7
184;2012;30331;83,19178082;2332,95;46;5;0;28;0;0;-173,4031477;108,541474;7,957711541;7
185;2012;30225;56,77623907;2332,95;46;5;0;28;0;0;-173,4031477;97,33261341;7,776971037;7
186;2013;30225;54,19317905;2142,915;35;2;0;43;0;0;-162,8483686;97,33261341;7,776971037;7
187;2013;30331;64,49867374;2142,915;35;2;0;43;0;0;-162,8483686;108,541474;7,957711541;7
188;2014;30225;46,25571848;2217,281;17;0;0;7;0;0;-214,8570452;97,33261341;7,776971037;7
189;2014;30331;81,17445084;2217,281;17;0;0;7;0;0;-214,8570452;108,541474;7,957711541;7
190;2015;30331;81,35803776;2455,211;46;6;4,2;16;0;0;-264,1093015;108,541474;7,957711541;7
191;2015;30225;67,06313131;2455,211;46;6;4,2;16;0;0;-264,1093015;97,33261341;7,776971037;7
192;2016;30331;80,35871404;2316,161;52;0;0,2;18;0;0;-250,1998729;108,541474;7,957711541;7
193;2016;30225;76,5474339;2316,161;52;0;0,2;18;0;0;-250,1998729;97,33261341;7,776971037;7
194;2017;30225;46,85843102;2432,3965;57;7;5,9;27;0;0;-304,910169;97,33261341;7,776971037;7
195;2017;30331;67,70783277;2432,3965;57;7;5,9;27;0;0;-304,910169;108,541474;7,957711541;7
196;2017;30292;48;2432,3965;57;7;5,9;27;0;0;-304,910169;104,5103381;7,905170803;7
197;2018;30331;57,20283641;2492,703;49;8;5,3;19;0;0;34,74151613;108,541474;7,957711541;7
198;2018;30225;36,71115819;2492,703;49;8;5,3;19;0;0;34,74151613;97,33261341;7,776971037;7
199;2010;30081;80,08027038;2283,9735;38;0;0;49;0;0;-256,6147542;96,7259292;8,099597049;5
200;2010;30141;76,26389414;2283,9735;38;0;0;49;0;0;-256,6147542;103,7153926;7,98071517;5
201;2010;30191;53,05812325;2283,9735;38;0;0;49;0;0;-256,6147542;101,6626323;7,975847804;5
202;2011;30141;82,29954045;2434,199;28;0;0;14;0;0;-220,7729458;103,7153926;7,98071517;5
203;2011;30081;88,9615286;2434,199;28;0;0;14;0;0;-220,7729458;96,7259292;8,099597049;5
204;2011;30191;89;2434,199;28;0;0;14;0;0;-220,7729458;101,6626323;7,975847804;5
205;2012;30191;90;2376,416;45;5;0;23;0;0;-223,9422419;101,6626323;7,975847804;5
206;2012;30141;86,0327109;2376,416;45;5;0;23;0;0;-223,9422419;103,7153926;7,98071517;5
207;2012;30081;63,85144622;2376,416;45;5;0;23;0;0;-223,9422419;96,7259292;8,099597049;5
208;2013;30081;60,88832463;2165,2145;33;1;0;30;0;0;-179,2867514;96,7259292;8,099597049;5
209;2013;30191;88,90350877;2165,2145;33;1;0;30;0;0;-179,2867514;101,6626323;7,975847804;5
210;2013;30141;80,61721817;2165,2145;33;1;0;30;0;0;-179,2867514;103,7153926;7,98071517;5
211;2014;30081;86,26731278;2263,528;15;0;0,1;8;0;0;-207,6870462;96,7259292;8,099597049;5
212;2014;30141;86,02717307;2263,528;15;0;0,1;8;0;0;-207,6870462;103,7153926;7,98071517;5
213;2014;30191;86,78456592;2263,528;15;0;0,1;8;0;0;-207,6870462;101,6626323;7,975847804;5
214;2015;30141;81,42604955;2442,336;43;0;3,9;13;0;0;-243,7219204;103,7153926;7,98071517;5
215;2015;30191;86,67735471;2442,336;43;0;3,9;13;0;0;-243,7219204;101,6626323;7,975847804;5
216;2015;30081;91,57765152;2442,336;43;0;3,9;13;0;0;-243,7219204;96,7259292;8,099597049;5
217;2016;30141;89,62225549;2341,19;49;0;0,3;10;0;0;-281,3524671;103,7153926;7,98071517;5
218;2016;30081;90,84122978;2341,19;49;0;0,3;10;0;0;-281,3524671;96,7259292;8,099597049;5
219;2017;30081;90,65956367;2434,096;53;6;5,8;25;0;0;-320,887392;96,7259292;8,099597049;5
220;2017;30141;83,15663292;2434,096;53;6;5,8;25;0;0;-320,887392;103,7153926;7,98071517;5
221;2018;30081;93,13439708;2547,293;48;5;6,2;13;0;0;-166,0568344;96,7259292;8,099597049;5
222;2018;30141;84,1509434;2547,293;48;5;6,2;13;0;0;-166,0568344;103,7153926;7,98071517;5
223;2010;30214;55,40909091;2278,1025;44;1;0,2;45;0;0;-193,0237471;102,7796506;7,873378192;7
224;2010;30243;78,24812098;2278,1025;44;1;0,2;45;0;0;-193,0237471;96,60903013;7,846386984;7
225;2011;30259;90;2457,168;35;2;0;21;0;0;-209,6269824;99,94822071;7,984251126;5
226;2011;30214;36,67827869;2457,168;35;2;0;21;0;0;-209,6269824;102,7796506;7,873378192;7
227;2011;30243;87,50129586;2457,168;35;2;0;21;0;0;-209,6269824;96,60903013;7,846386984;7
228;2012;30214;43,81904762;2318,8905;48;4;0;30;0;0;-169,5721153;102,7796506;7,873378192;7
229;2012;30243;83,45663774;2318,8905;48;4;0;30;0;0;-169,5721153;96,60903013;7,846386984;7
230;2013;30214;53,28318584;2138,795;31;0;0;37;0;0;-184,2611398;102,7796506;7,873378192;7
231;2013;30243;88,88995175;2138,795;31;0;0;37;0;0;-184,2611398;96,60903013;7,846386984;7
232;2014;30214;64,90070922;2227,0145;15;0;0;4;0;0;-173,1829168;102,7796506;7,873378192;7
233;2014;30243;89,31582177;2227,0145;15;0;0;4;0;0;-173,1829168;96,60903013;7,846386984;7
234;2015;30243;89,07525809;2456,241;48;5;5,2;18;0;0;-231,6811901;96,60903013;7,846386984;7
235;2015;30214;34,5;2456,241;48;5;5,2;18;0;0;-231,6811901;102,7796506;7,873378192;7
236;2016;30214;30,45390071;2304,11;48;0;0,4;13;0;0;-258,5585376;102,7796506;7,873378192;7
237;2016;30243;79,85494409;2304,11;48;0;0,4;13;0;0;-258,5585376;96,60903013;7,846386984;7
238;2017;30243;83,31371321;2418,749;56;7;5,3;26;0;0;-309,6350557;96,60903013;7,846386984;7
239;2017;30214;15;2418,749;56;7;5,3;26;0;0;-309,6350557;102,7796506;7,873378192;7
240;2018;30214;25;2493,527;49;6;4,1;15;0;0;-131,1384731;102,7796506;7,873378192;7
241;2018;30243;87,41602787;2493,527;49;6;4,1;15;0;0;-131,1384731;96,60903013;7,846386984;7
242;2010;30177;56,33024334;2271,047;44;1;0,1;45;0;0;-192,3174447;90,05472568;7,896316;4
243;2011;30177;68,16391086;2451,5545;34;2;0;20;0;0;-209,2467441;90,05472568;7,896316;4
244;2012;30177;58,92307692;2313,174;48;4;0;31;0;0;-168,7829645;90,05472568;7,896316;4
245;2013;30177;82,46666667;2132,203;31;0;0;38;0;0;-183,9399516;90,05472568;7,896316;4
246;2017;30240;85;2413,5475;53;7;5,2;26;0;0;-309,1402667;105,9595321;7,917900403;7
247;2010;30285;82,25706617;2203,3245;39;1;0;50;0;0;-185,659309;93,21529789;7,886786918;5
248;2010;30030;78,82197273;2203,3245;39;1;0;50;0;0;-185,659309;81,82056041;7,884675254;5
249;2010;30111;90;2203,3245;39;1;0;50;0;0;-185,659309;86,6374681;7,728532489;5
250;2011;30285;89,25459813;2391,042;29;2;0;19;0;0;-204,5469869;93,21529789;7,886786918;5
251;2011;30111;90;2391,042;29;2;0;19;0;0;-204,5469869;86,6374681;7,728532489;5
252;2011;30030;88,11869648;2391,042;29;2;0;19;0;0;-204,5469869;81,82056041;7,884675254;5
253;2012;30030;88,11192725;2251,9405;40;4;0;33;0;0;-162,3862465;81,82056041;7,884675254;5
254;2012;30285;88,14839553;2251,9405;40;4;0;33;0;0;-162,3862465;93,21529789;7,886786918;5
255;2012;30111;90;2251,9405;40;4;0;33;0;0;-162,3862465;86,6374681;7,728532489;5
256;2013;30030;86,19615204;2070,3;26;0;0;39;0;0;-178,5264394;81,82056041;7,884675254;5
257;2013;30285;89,1532447;2070,3;26;0;0;39;0;0;-178,5264394;93,21529789;7,886786918;5
258;2013;30111;90;2070,3;26;0;0;39;0;0;-178,5264394;86,6374681;7,728532489;5
259;2014;30285;89,62360061;2155,481;10;0;0;4;0;0;-167,145951;93,21529789;7,886786918;5
260;2014;30111;90;2155,481;10;0;0;4;0;0;-167,145951;86,6374681;7,728532489;5
261;2014;30030;88,14167051;2155,481;10;0;0;4;0;0;-167,145951;81,82056041;7,884675254;5
262;2015;30030;84,26714801;2395,059;45;3;3,4;16;0;0;-226,1361013;81,82056041;7,884675254;5
263;2015;30111;91,14455232;2395,059;45;3;3,4;16;0;0;-226,1361013;86,6374681;7,728532489;5
264;2015;30285;88,83320925;2395,059;45;3;3,4;16;0;0;-226,1361013;93,21529789;7,886786918;5
265;2016;30111;90;2230,5165;45;0;0,1;11;0;0;-252,0027404;86,6374681;7,728532489;5
